B
300
319 534
15 1 0 2 314437.0 27 490885.0 51 572520.0 76 375761.0 101 490765.0 126 592532.0 151 1097013.0 175 1385562.0 200 1452495.0 225 2651271.0 249 1694765.0 274 1834042.0 299 1499835.0 300 0
1 65
69 1 774 10 0.9172688672079191 0.08350580058684194 0
12 33 0 34 2575867.0 59 1793798.0 83 888079.0 108 683188.0 132 959121.0 157 1215816.0 181 1305979.0 206 1321045.0 230 993086.0 255 1550014.0 256 0
0
70 1 1498 83 0.9180642965225615 0.06081053635359382 0
14 3 0 4 3832684.0 28 2616356.0 52 3094647.0 77 1524279.0 101 588535.0 125 828004.0 149 1127550.0 173 2153294.0 197 1857801.0 222 1230678.0 246 415653.0 270 409059.0 271 0
1 69
71 1 891 243 0.9134435499906399 0.11056035080373622 0
14 2 0 3 396215.0 29 592136.0 54 720696.0 80 451526.0 105 492138.0 131 465405.0 156 547164.0 182 906001.0 207 1575229.0 233 2374992.0 258 2280284.0 284 1859681.0 285 0
0
72 1 1458 169 0.9291772399693994 0.12124092077468342 0
11 94 0 95 3086321.0 118 2936428.0 142 1897997.0 165 1586564.0 189 1911120.0 212 1181590.0 235 1552384.0 259 1610342.0 282 826317.0 283 0
2 71 70
73 1 872 306 0.9137351088711214 0.09258640504188272 0
12 35 0 36 2947116.0 60 1562884.0 83 1010873.0 107 792781.0 131 953186.0 154 958408.0 178 1522724.0 202 943675.0 225 1038596.0 249 1537550.0 250 0
0
74 1 638 267 0.927089712081259 0.05661679738378673 0
10 53 0 54 1892028.0 78 2278150.0 103 1844112.0 127 1591594.0 152 1139081.0 176 973554.0 201 855540.0 225 889911.0 226 0
2 73 75
75 1 1223 125 0.9127242756663904 0.008740763343289314 0
9 6 0 7 995613.0 30 1482442.0 53 1318842.0 77 1735852.0 100 1100155.0 123 2172255.0 146 3227432.0 147 0
0
76 1 719 255 0.9169445392193195 0.13445563773228275 0
14 22 0 23 697593.0 48 665992.0 73 926182.0 97 1116073.0 122 979051.0 147 1015548.0 172 1286353.0 197 1397212.0 222 1223133.0 246 1537757.0 271 1808776.0 296 1451745.0 297 0
1 75
77 1 1445 153 0.9123302461896879 0.10194586452771576 0
13 26 0 27 2240606.0 53 2207070.0 79 1629521.0 105 2515026.0 131 2136403.0 157 2118570.0 184 903615.0 210 949062.0 236 2641419.0 262 1851211.0 288 1869157.0 289 0
0
78 1 1017 76 0.9145572094032466 0.0789933867968484 0
14 5 0 6 823009.0 31 1047169.0 55 1254400.0 80 644232.0 105 736940.0 129 637808.0 154 920658.0 178 2160487.0 203 2148013.0 228 2946930.0 252 1441696.0 277 977415.0 278 0
1 77
79 1 1333 260 0.9271957112515345 0.07343235821119126 0
14 16 0 17 2031938.0 41 1841017.0 65 1219114.0 89 1570632.0 113 939719.0 137 1539169.0 161 1310429.0 185 2017197.0 209 2422742.0 233 2721638.0 257 1397343.0 281 1750395.0 282 0
0
80 1 1079 78 0.9234329692171699 0.1389097253969019 0
12 19 0 20 618541.0 45 930407.0 69 973773.0 94 958363.0 119 1336072.0 143 1474692.0 168 1128888.0 193 1857029.0 217 2677052.0 242 2256983.0 243 0
1 79
81 1 569 236 0.921474225473345 0.019613086173956563 0
8 63 0 64 508963.0 86 789633.0 109 935336.0 131 1299563.0 154 1821431.0 176 2012397.0 177 0
0
82 1 995 61 0.9189519554527382 0.14952883191709812 0
12 11 0 12 2566822.0 38 2847023.0 63 2280534.0 89 1513004.0 115 1291016.0 140 1298245.0 166 1536627.0 192 1560897.0 217 1348344.0 243 1377077.0 244 0
1 81
83 1 967 40 0.9224940426294341 0.013698151811328801 0
9 6 0 7 1493221.0 33 780304.0 60 793904.0 86 968022.0 112 699031.0 139 1159484.0 165 1334870.0 166 0
3 81 82 84
84 1 1082 176 0.9114333489602013 4.404128701013254e-06 0
15 0 0 1 3440753.0 26 2622519.0 51 2178833.0 76 1639753.0 101 1081209.0 126 1508013.0 151 926308.0 175 974600.0 200 955563.0 225 972235.0 250 738729.0 275 881266.0 300 647781.0 301 0
1 82
85 1 679 241 0.9197693720696143 0.10726768167611206 0
9 143 0 144 820245.0 169 985377.0 195 1400769.0 221 1544366.0 246 1371406.0 271 971309.0 297 715974.0 298 0
0
86 1 935 156 0.9118121817874468 0.010910815584753014 0
9 49 0 50 2739726.0 76 2807745.0 101 1791103.0 127 1946940.0 153 1427146.0 178 1199806.0 204 940323.0 205 0
0
87 1 1008 286 0.9277759032404831 0.02303388353216178 0
13 33 0 34 878680.0 59 493158.0 84 575466.0 109 1294063.0 134 1033581.0 159 1287530.0 185 1129790.0 210 855611.0 235 1306163.0 260 1910323.0 285 1551452.0 286 0
2 86 89
88 1 678 217 0.9272509701323931 0.009358891765383109 0
8 93 0 94 2915276.0 120 1738728.0 146 1369489.0 173 1016058.0 199 937479.0 225 1438526.0 226 0
1 86
89 1 1291 204 0.9292202383536339 0.13826126267316402 0
8 97 0 98 960427.0 123 1421724.0 147 1385582.0 172 925483.0 196 933366.0 221 1013128.0 222 0
0
90 1 1145 100 0.9118970551189848 0.09415517025471141 0
8 49 0 50 1065219.0 77 1195247.0 104 1058992.0 132 850996.0 159 1060492.0 186 965121.0 187 0
0
91 1 579 39 0.9125562272720374 0.11784277905122938 0
7 174 0 175 2178104.0 202 1458037.0 229 1018185.0 255 730930.0 282 742751.0 283 0
1 90
92 1 806 51 0.9243598082305033 0.09275990423461364 0
9 31 0 32 906579.0 57 1155706.0 82 1474728.0 107 872227.0 132 1489428.0 157 1526688.0 182 1715541.0 183 0
1 90
93 1 1115 53 0.9108057415838849 0.057888014802619916 0
10 72 0 73 1081888.0 97 1175136.0 120 842727.0 144 820560.0 168 795305.0 192 1341855.0 215 2486872.0 239 1286964.0 240 0
0
94 1 1271 257 0.9288720254747123 0.1089275325760927 0
11 35 0 36 503950.0 60 505041.0 83 564759.0 107 830771.0 131 1085627.0 154 880008.0 178 1700617.0 201 1260607.0 225 1110145.0 226 0
0
95 1 873 108 0.9107960947027214 0.09476169988459889 0
8 57 0 58 1237165.0 81 1406834.0 104 2120489.0 126 1923725.0 149 1364164.0 172 1073646.0 173 0
1 94
96 1 770 75 0.9108248050462654 0.017244298322691674 0
11 21 0 22 185901.0 48 302060.0 74 451465.0 100 596923.0 127 992473.0 153 1314611.0 179 1304688.0 205 1386543.0 231 2573199.0 232 0
2 94 95
97 1 548 102 0.9140153587439919 0.1497567243208247 0
14 5 0 6 1722064.0 30 1855800.0 55 1793820.0 79 824910.0 104 1001427.0 128 1077083.0 153 847943.0 177 1072132.0 202 881803.0 226 947506.0 251 1512220.0 275 984515.0 276 0
0
98 1 730 196 0.9207966254447957 0.06705246028269879 0
15 4 0 5 2286411.0 29 3114735.0 54 1841638.0 78 2767411.0 102 1172775.0 127 2506551.0 151 1144928.0 175 618104.0 200 1018514.0 224 1248404.0 248 1584239.0 273 1566013.0 297 1726166.0 298 0
1 97
99 1 737 305 0.9113201922411752 0.006381704127325 0
13 38 0 39 3166457.0 63 2251299.0 88 2875183.0 113 2499395.0 137 2174457.0 161 1239703.0 186 756511.0 211 374104.0 235 394704.0 259 534140.0 284 614299.0 285 0
1 98
100 1 1494 80 0.9244997863784896 0.1322394537427927 0
7 100 0 101 1008767.0 129 1124893.0 157 899565.0 184 1155246.0 212 980096.0 213 0
0
101 1 886 244 0.9237446221544805 0.1256627468859142 0
15 0 0 1 522994.0 26 606479.0 51 1087267.0 76 625476.0 101 1109356.0 126 1370020.0 151 1009805.0 175 548911.0 200 687557.0 225 1100231.0 250 1226224.0 275 1609364.0 300 2218402.0 301 0
0
102 1 1065 190 0.9114155056539393 0.1325993086017208 0
15 1 0 2 2261430.0 27 1912253.0 51 1107205.0 76 985809.0 101 847407.0 126 590927.0 151 710946.0 175 785489.0 200 1312917.0 225 963730.0 249 994778.0 274 1174691.0 299 966428.0 300 0
1 101
103 1 1229 292 0.9220564386678264 0.06471535417404094 0
8 125 0 126 2712561.0 150 1378294.0 174 2106910.0 197 2128104.0 221 1645963.0 245 1338011.0 246 0
0
104 1 1318 131 0.9214184597541862 0.06055497718548952 0
12 53 0 54 1338825.0 79 1085015.0 105 1529792.0 130 822142.0 156 606297.0 181 934280.0 207 1035930.0 232 1253140.0 258 2155085.0 283 3189432.0 284 0
0
105 1 650 284 0.9201274017210422 0.020139296448301397 0
11 96 0 97 852492.0 122 674296.0 147 622881.0 172 546103.0 197 830714.0 221 937797.0 246 1440497.0 271 2594181.0 296 2352602.0 297 0
1 104
106 1 1451 151 0.9249763594555264 0.04859974503123576 0
11 1 0 2 757753.0 28 1081127.0 53 2304581.0 79 1436301.0 105 951468.0 131 1203178.0 157 1733250.0 182 1158242.0 208 796652.0 209 0
0
107 1 1406 218 0.9166222736302772 0.01273565422228426 0
15 1 0 2 3104235.0 27 1804059.0 51 1916565.0 75 1043539.0 100 1014411.0 125 814336.0 149 1118140.0 173 988572.0 198 880321.0 223 806662.0 247 1193945.0 271 995593.0 296 603229.0 297 0
1 106
108 1 1074 190 0.9236985710753882 0.01728030320071225 0
12 25 0 26 1864485.0 51 1197428.0 76 880960.0 100 905851.0 125 706765.0 150 1085195.0 175 1171744.0 199 1137280.0 224 1393009.0 249 897580.0 250 0
0
109 1 942 67 0.9159524619994809 0.13287720149599874 0
10 68 0 69 869987.0 94 1207831.0 118 1391370.0 143 1289820.0 168 1094977.0 193 668968.0 217 705127.0 242 341074.0 243 0
1 108
110 1 1445 219 0.9106035805969644 0.06455437835296707 0
11 60 0 61 937307.0 85 1717077.0 109 897403.0 134 1345663.0 158 1265689.0 182 1176097.0 207 1227251.0 231 1132775.0 255 1032073.0 256 0
1 108
111 1 910 38 0.9262082580601565 0.06500410130113324 0
13 46 0 47 1779940.0 71 2023479.0 96 1373893.0 120 1216848.0 144 1282469.0 169 2027505.0 193 891707.0 217 1546413.0 241 1881291.0 266 3084617.0 290 2902531.0 291 0
0
112 1 1053 41 0.9114030675902596 0.07250166550303604 0
13 48 0 49 280933.0 74 242061.0 99 155928.0 123 154564.0 148 116001.0 173 310918.0 198 292751.0 223 507573.0 247 911400.0 272 1841737.0 297 2556776.0 298 0
1 111
113 1 817 84 0.9150121756867011 0.1295619070662537 0
13 21 0 22 1290901.0 46 1514169.0 71 1746433.0 95 2333696.0 119 2525151.0 143 2081982.0 168 1579920.0 192 1340304.0 216 1383052.0 241 1212326.0 265 1528442.0 266 0
0
114 1 649 96 0.9281415431670472 0.09335058660599592 0
8 20 0 21 1604715.0 46 1589830.0 71 1480567.0 95 1459594.0 120 1541134.0 145 1310751.0 146 0
0
115 1 1436 262 0.9203762192084325 0.09949442048074149 0
12 32 0 33 1504382.0 58 1712163.0 83 1874683.0 109 1629620.0 134 1432055.0 159 787682.0 184 919047.0 210 739309.0 235 541168.0 260 768460.0 261 0
1 114
116 1 807 272 0.9129760785289964 0.13605552560279457 0
10 16 0 17 1036375.0 42 1196479.0 68 1048014.0 93 1138805.0 119 1119385.0 144 1372010.0 170 1309032.0 195 1712079.0 196 0
0
117 1 657 163 0.9170463723047162 0.007622513731167379 0
9 56 0 57 2396870.0 82 2220214.0 106 1700580.0 131 1026091.0 156 1165095.0 180 1900130.0 205 1719447.0 206 0
1 116
118 1 1484 62 0.912600461251263 0.13979342505240513 0
9 85 0 86 1373364.0 111 1543746.0 137 1593829.0 162 2714337.0 187 1558335.0 213 1439004.0 238 1327298.0 239 0
0
119 1 1288 230 0.9223392047229297 0.07406268625627756 0
14 17 0 18 1295120.0 42 1135292.0 66 1339604.0 91 1454677.0 115 2453926.0 139 2160324.0 163 2389797.0 187 2449717.0 211 1589054.0 236 1040556.0 260 1233497.0 284 2022448.0 285 0
1 118
120 1 1032 195 0.9268076764877488 0.036681499451005566 0
12 55 0 56 1821458.0 82 1468130.0 108 1243636.0 134 924635.0 160 796270.0 186 1029838.0 212 916294.0 238 741360.0 264 359168.0 290 229208.0 291 0
2 118 119
121 1 586 48 0.929877878820408 0.011633702489204978 0
13 2 0 3 2008708.0 28 1902498.0 53 1463112.0 78 1356859.0 103 1071544.0 129 510895.0 154 647246.0 179 644271.0 204 665302.0 229 1051372.0 254 404678.0 255 0
2 118 120
122 1 1349 28 0.916322509296502 0.03516788858779533 0
14 7 0 8 977415.0 32 1489852.0 56 1760658.0 80 587422.0 104 762826.0 128 888018.0 151 702966.0 175 1181358.0 199 1317059.0 223 850571.0 247 1095311.0 271 2876913.0 272 0
0
123 1 1289 5 0.9190998422895633 0.09479853633620682 0
13 38 0 39 1477836.0 63 1194028.0 88 1635348.0 112 1273730.0 137 663194.0 161 1243956.0 185 924328.0 210 914471.0 234 1690901.0 259 1864434.0 283 1625142.0 284 0
2 122 124
124 1 661 7 0.9166259809116589 0.0787192409048781 0
12 10 0 11 889921.0 37 785131.0 62 833281.0 88 994239.0 114 1529785.0 139 1100652.0 165 1191945.0 191 1168813.0 216 1124341.0 242 1138157.0 243 0
0
125 1 874 283 0.9214703122011128 0.04169171647043106 0
11 89 0 90 917862.0 114 1510644.0 138 1540133.0 162 1848123.0 187 1072291.0 211 1120719.0 235 1532646.0 259 1896383.0 283 2277384.0 284 0
0
126 1 616 202 0.9264397763352745 0.1298078550674672 0
12 76 0 77 1661840.0 102 1435669.0 126 1033952.0 151 1102011.0 176 877660.0 200 771235.0 225 1723247.0 250 1434578.0 274 1351613.0 299 1158751.0 300 0
0
127 1 1377 227 0.925755279918308 0.013934016596504012 0
11 71 0 72 1805413.0 98 1847086.0 125 2572587.0 151 2402689.0 177 2041084.0 204 1620069.0 230 1022750.0 257 886997.0 283 844197.0 284 0
1 126
128 1 939 49 0.9217277743346297 0.05063716619794509 0
9 36 0 37 1546338.0 61 1614883.0 85 825286.0 109 859609.0 133 715598.0 157 518161.0 181 599570.0 182 0
1 126
129 1 1091 148 0.9184693192388685 0.13477325783983415 0
13 20 0 21 910788.0 47 797848.0 73 1072293.0 99 2001955.0 125 2333558.0 151 1857716.0 178 2111795.0 204 1683867.0 230 2459282.0 256 2142915.0 282 2295150.0 283 0
0
130 1 848 105 0.9212494850805802 0.12258532514538345 0
11 83 0 84 893796.0 110 724624.0 137 812117.0 163 1327039.0 189 1931507.0 216 1935481.0 242 1494615.0 269 1062334.0 295 618732.0 296 0
1 129
131 1 713 219 0.9205335568009616 0.00652403199260364 0
13 44 0 45 1518927.0 70 1393423.0 95 1555593.0 120 1784792.0 145 2331189.0 169 1693393.0 194 1816328.0 219 1890375.0 244 2097095.0 269 2656693.0 294 2077384.0 295 0
0
132 1 551 253 0.9190062900309651 0.12368135176850692 0
11 91 0 92 2433812.0 115 2119775.0 139 2378381.0 162 1822074.0 185 1631159.0 209 1445929.0 232 798326.0 256 830031.0 279 1351809.0 280 0
0
133 1 1431 223 0.9226312434745059 0.08314512996590905 0
14 2 0 3 1582586.0 29 862964.0 55 492037.0 80 822613.0 106 669209.0 132 1154947.0 158 1362727.0 184 1113596.0 210 918427.0 235 1530900.0 261 2689271.0 287 1941693.0 288 0
1 132
134 1 762 82 0.9201029133226969 0.09683645324275456 0
9 89 0 90 756894.0 117 1106984.0 143 1702574.0 169 1686497.0 196 1987324.0 223 1611649.0 249 1514859.0 250 0
1 133
135 1 1327 286 0.9231094642091514 0.14414051406968936 0
10 71 0 72 2267922.0 96 1996409.0 120 1587320.0 144 1881071.0 168 1747700.0 192 1990935.0 216 1586575.0 240 1786800.0 241 0
0
136 1 927 179 0.9280830170244058 0.00072597924909793 0
15 0 0 1 919325.0 26 928536.0 51 721503.0 75 814150.0 100 912431.0 125 879386.0 150 750853.0 175 1724170.0 200 1053600.0 225 1361073.0 249 1512829.0 274 1643471.0 299 1419087.0 300 0
1 135
137 1 1283 29 0.9169098310713203 0.10147855861971768 0
9 61 0 62 1500080.0 88 1823766.0 114 1738289.0 139 1840064.0 165 1274749.0 191 897979.0 217 1426565.0 218 0
0
138 1 656 297 0.9230992346157258 0.03616347318552003 0
9 43 0 44 898813.0 71 588424.0 97 1133092.0 123 1678521.0 150 1089584.0 177 721449.0 203 862686.0 204 0
1 137
139 1 1074 227 0.9297022398825662 0.1193490716569709 0
8 19 0 20 920655.0 46 1440234.0 71 1100912.0 97 1727378.0 122 1336520.0 148 1439348.0 149 0
0
140 1 879 72 0.9121735322028104 0.005356600037319297 0
10 107 0 108 1406337.0 134 1678247.0 160 1506569.0 186 1454515.0 211 1581344.0 237 1140762.0 263 561250.0 289 565349.0 290 0
0
141 1 1383 207 0.9234271751973071 0.1264716754823066 0
14 24 0 25 872709.0 49 838482.0 74 584039.0 98 492237.0 122 456358.0 147 683675.0 171 959231.0 196 1124802.0 220 1694046.0 244 2384105.0 269 2465235.0 293 2538580.0 294 0
0
142 1 807 246 0.9234185261344889 0.10943118820128718 0
8 74 0 75 1441510.0 99 962635.0 123 1598626.0 148 1461946.0 172 1674662.0 196 854611.0 197 0
1 141
143 1 734 80 0.9108056018014398 0.08444115509323331 0
9 27 0 28 1733347.0 55 1607338.0 82 1064007.0 109 1488078.0 135 1328995.0 162 1084525.0 189 1229461.0 190 0
2 141 142
144 1 734 194 0.9280246515893877 0.008307952367008436 0
9 54 0 55 1391235.0 80 1280768.0 105 1214093.0 130 1419789.0 155 1422917.0 180 2238215.0 205 1805568.0 206 0
0
145 1 1092 176 0.9199482103120713 0.07872175673183483 0
11 106 0 107 1410262.0 131 1015722.0 154 1246474.0 177 1411692.0 201 1099903.0 225 1319593.0 248 1236357.0 271 1029780.0 295 977534.0 296 0
3 144 146 147
146 1 981 264 0.9276628073408927 0.14829653846869187 0
8 97 0 98 2951222.0 122 1897204.0 146 1068306.0 170 1152329.0 194 2254871.0 218 1926097.0 219 0
0
147 1 1205 134 0.9149174730761941 0.08271189314094836 0
14 13 0 14 1523725.0 40 2258097.0 65 1641790.0 91 759411.0 116 724640.0 142 512508.0 167 356937.0 193 487913.0 218 261315.0 244 267700.0 269 573250.0 295 450482.0 296 0
1 146
148 1 996 162 0.9173394415128274 0.003318612488846928 0
10 116 0 117 930380.0 141 1099133.0 165 886099.0 189 1207640.0 213 1682231.0 237 2066622.0 261 2748868.0 285 2718198.0 286 0
0
149 1 895 46 0.9145391898104887 0.12257594774318034 0
13 17 0 18 3819095.0 43 2049912.0 68 1581563.0 93 2194746.0 118 1482743.0 143 948490.0 167 676224.0 192 673422.0 217 462674.0 242 608364.0 267 564889.0 268 0
1 148
150 1 1473 271 0.9299717525466026 0.08700284413719771 0
9 4 0 5 1626039.0 29 1412351.0 52 1257352.0 76 1095605.0 100 699563.0 123 890236.0 147 1234059.0 148 0
0
151 1 789 224 0.9117339377063369 0.09418629607740003 0
10 8 0 9 787419.0 33 1374746.0 57 1615830.0 81 866450.0 106 1321111.0 130 1239099.0 154 1480054.0 178 1320534.0 179 0
2 150 152
152 1 1191 138 0.9268340205319284 0.08706258215893542 0
13 18 0 19 1979053.0 45 1291794.0 71 1078173.0 96 924972.0 122 1132914.0 148 1637543.0 174 1987531.0 200 1020741.0 225 1315235.0 251 1131294.0 277 1145960.0 278 0
0
153 1 622 126 0.9131993447700646 0.1278768878214286 0
12 84 0 85 1369449.0 109 1587543.0 132 1261969.0 156 900714.0 179 847406.0 203 911053.0 226 969377.0 250 957037.0 273 1245940.0 297 739753.0 298 0
0
154 1 859 129 0.920629123136875 0.10554722218811421 0
9 4 0 5 1224356.0 31 1436438.0 58 1505271.0 84 2401563.0 110 1372655.0 137 1110461.0 163 1142821.0 164 0
1 153
155 1 1166 171 0.9230342118368013 0.01993350250269719 0
8 118 0 119 715897.0 146 648485.0 172 859957.0 199 1463944.0 225 1750016.0 252 1593835.0 253 0
2 153 156
156 1 1324 92 0.9226053715411061 0.014800298804724082 0
8 135 0 136 839171.0 160 651319.0 183 783810.0 207 1607980.0 230 1788532.0 254 2041771.0 255 0
1 154
157 1 526 85 0.9164617808083778 0.13368649049998588 0
15 10 0 11 1559523.0 35 1142638.0 59 1418567.0 83 2037963.0 107 1012402.0 131 986950.0 155 888046.0 180 779481.0 204 678664.0 228 566057.0 252 697885.0 276 592550.0 300 522616.0 301 0
0
158 1 641 217 0.925382517324542 0.12246669965593213 0
14 4 0 5 881429.0 30 825823.0 55 1560847.0 80 2000989.0 105 1152605.0 130 783503.0 154 828087.0 179 497719.0 204 789997.0 229 682452.0 254 888085.0 279 915822.0 280 0
0
159 1 1244 312 0.9140078344754115 0.06352471983796616 0
13 8 0 9 3448918.0 34 3334500.0 59 2265209.0 84 996352.0 109 675349.0 134 477422.0 159 633119.0 184 461437.0 209 388570.0 234 343949.0 259 459708.0 260 0
0
160 1 1374 57 0.920606926094192 0.07667328323489417 0
11 70 0 71 3190601.0 96 2865056.0 121 2504494.0 146 2045356.0 171 1369792.0 197 1078784.0 222 1376697.0 247 1139933.0 272 908839.0 273 0
1 159
161 1 1476 175 0.9122223491102232 0.08088186883424102 0
9 5 0 6 2307734.0 32 2593680.0 58 1517596.0 85 1529045.0 111 1744228.0 137 1768431.0 163 2245284.0 164 0
1 159
162 1 1171 161 0.9196246461174427 0.10695125704216481 0
8 97 0 98 734462.0 123 882742.0 148 1383415.0 172 2045795.0 197 2155660.0 222 1670264.0 223 0
0
163 1 815 104 0.9201316194853479 0.09855051793920246 0
13 35 0 36 1367500.0 60 1078055.0 84 1628904.0 107 1387357.0 131 1382651.0 155 1103548.0 179 955439.0 203 639597.0 226 956880.0 250 1222531.0 274 1769322.0 275 0
2 162 164
164 1 1437 106 0.9119967382795421 0.06427716544827589 0
13 27 0 28 1105719.0 54 770097.0 79 520169.0 105 755538.0 131 1549455.0 157 1271678.0 182 1763806.0 208 1942623.0 234 2162879.0 259 2264305.0 285 1270246.0 286 0
0
165 1 1148 88 0.9277068515203536 0.10451295399002354 0
9 124 0 125 1654888.0 148 1236021.0 171 1254475.0 193 1513111.0 216 983753.0 239 1308013.0 262 1480474.0 263 0
0
166 1 760 107 0.9196013482712666 0.129892635314955 0
11 78 0 79 441902.0 104 486739.0 129 1205972.0 154 1317677.0 179 1377166.0 203 1196342.0 228 853933.0 253 2007538.0 278 3105168.0 279 0
1 165
167 1 769 100 0.9161447939272543 0.05017147814093897 0
14 2 0 3 1394987.0 29 865765.0 55 1241273.0 81 1060937.0 107 657359.0 133 652609.0 158 1679105.0 184 1244855.0 210 1473162.0 236 1339682.0 262 1300202.0 288 1522166.0 289 0
2 165 166
168 1 1468 162 0.9171877636541329 0.030480932184591757 0
10 60 0 61 1552121.0 86 1694528.0 111 1359493.0 136 1574423.0 162 948951.0 187 621039.0 212 844386.0 237 1002516.0 238 0
0
169 1 866 137 0.921736691800074 0.05960626826223884 0
10 20 0 21 1013160.0 45 1101521.0 70 1657212.0 94 1375458.0 118 1696683.0 142 1763118.0 167 1177054.0 191 1080794.0 192 0
1 168
170 1 686 316 0.9192476414856632 0.12466009891543933 0
15 3 0 4 1873768.0 28 1378322.0 53 1358543.0 77 1349508.0 101 2486165.0 126 2672461.0 150 2164662.0 174 2258800.0 199 2371862.0 223 1706213.0 247 1020740.0 272 1660712.0 296 1365966.0 297 0
1 168
171 1 1117 42 0.9253763941712919 0.0758574270716036 0
8 114 0 115 1606411.0 140 2351079.0 164 1729825.0 189 1244107.0 213 1139494.0 238 1131519.0 239 0
0
172 1 542 124 0.921513388576395 0.10273855495075258 0
12 74 0 75 487815.0 99 543276.0 123 587117.0 146 588777.0 170 889203.0 194 1159072.0 218 2199304.0 241 2331785.0 265 2497227.0 289 891968.0 290 0
0
173 1 1430 98 0.9159645243367004 0.06995434234133414 0
13 13 0 14 676546.0 38 610162.0 62 597599.0 85 643666.0 109 439267.0 133 580848.0 157 1335396.0 181 2372961.0 204 1903348.0 228 2448706.0 252 2503468.0 253 0
0
174 1 568 126 0.9247416096097761 0.10536153120841146 0
12 21 0 22 1657511.0 47 1714065.0 72 2206205.0 98 2555772.0 123 2424509.0 148 2012867.0 173 1815760.0 199 1270064.0 224 1598564.0 249 1262999.0 250 0
1 173
175 1 1417 62 0.9135709445895576 0.005010477898955673 0
11 42 0 43 569164.0 67 800238.0 91 1469708.0 114 940757.0 138 1503262.0 162 1313067.0 185 1245415.0 209 2180418.0 233 1640254.0 234 0
0
176 1 1021 249 0.9272755388678314 0.05730309691342192 0
10 97 0 98 1112536.0 122 1340599.0 146 1175487.0 170 2007136.0 194 1972789.0 218 1943673.0 242 1339106.0 266 1369170.0 267 0
1 175
177 1 1407 43 0.9217389672974559 0.10095415658944264 0
11 83 0 84 607659.0 110 907082.0 135 1633935.0 161 1324993.0 187 2494027.0 213 2784486.0 239 2281355.0 264 1853343.0 290 2525802.0 291 0
3 175 176 178
178 1 910 185 0.9155584052076198 0.1396551070011541 0
8 105 0 106 1445437.0 130 860005.0 154 1168150.0 177 1846618.0 201 1931504.0 225 2935649.0 226 0
1 176
179 1 954 66 0.9121834233969243 0.007735977827882895 0
13 20 0 21 2237626.0 45 1603146.0 69 894624.0 93 583965.0 117 653429.0 141 449953.0 165 558709.0 189 454461.0 213 774980.0 237 1039850.0 261 1164250.0 262 0
0
180 1 1477 212 0.9156675723735609 0.09424768388047003 0
9 55 0 56 2150490.0 82 2049873.0 108 1738203.0 134 872713.0 160 711843.0 186 1148170.0 212 964775.0 213 0
2 179 181
181 1 914 193 0.9146724379521892 0.14010653787560526 0
11 63 0 64 1406310.0 88 2040734.0 113 1711335.0 137 1658808.0 161 1890551.0 185 2033127.0 209 1336393.0 234 502983.0 258 431577.0 259 0
0
182 1 1313 225 0.9230240831097144 0.07813537972761785 0
9 55 0 56 2128652.0 79 1680436.0 103 1151542.0 127 1342930.0 150 936247.0 173 822395.0 197 1054114.0 198 0
0
183 1 1461 86 0.9115255936724145 0.09051800351580586 0
11 6 0 7 1545208.0 31 1396369.0 55 1072589.0 79 1064082.0 103 717721.0 126 814786.0 150 715974.0 174 595286.0 198 827945.0 199 0
1 182
184 1 575 28 0.9213622066175912 0.03309837763151588 0
14 14 0 15 1474876.0 41 1701026.0 67 1888340.0 93 1329432.0 119 2476433.0 145 2248172.0 170 2024125.0 196 1441798.0 222 1327021.0 248 1531442.0 274 1980542.0 300 2014710.0 301 0
